rg,smi,lable
[Sc][Co][Sc][Zn][Hf]([Mo])[Ni][Sc][Zn],O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(C(F)(F)F)c2)CC1,
[Zn][Sc][Zn][W]([Zn])[Zn][Sc][Co][Sc][Mo],CCc1ccc(N=C2SC(Cc3ccnc(Nc4ccc(C(=O)O)cn4)c3)C(=O)N2C)cc1,
[Zn][Sc][Zn][Y][Mn]([Zn])[Sc][Ni][Zn],COc1ccc(-c2nc3c(N4CCN(Cc5ccc(Cl)cc5)CC4)c(Br)cnc3[nH]2)cc1,
[Co][Ni][Sc]=[Sc][Co][Zn][Sc][Co][Ni][Sc][Ni][Zn],CCOc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,
[Zn][Sc][Zn][Re],O=C1NC(=O)C(=Cc2cccc(C(F)(F)F)c2)S1,
[Sc][Zn][Ni][Sc][Co][Sc]=[Sc][Ni][Zn],COc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,
[Zn][Ni][Co][Hf][Mn]([Zn])[Sc]([Zn])[Zn],CC(=O)NC1CCN(c2c(Cl)cnc3[nH]c(-c4cn(C)nc4C)nc23)C1,
[Co][Ni][Sc]([Cu])=[Sc][Co][Zn]([Sc][Zn])[Nb]([Zn])[Zn],CN(C)CC(Nc1ncnc2c(C(N)=O)cc(O)cc12)c1cccc(Cl)c1,
[Co][Ni][Sc][Co][Sc]([Co])[Ni][Sc]([Ni])[Ni],Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,
[Co][Sc]=[Sc]([Zn])[Sc][Co][Ni][Co][Sc]([Ni])[Zn],Cc1oc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1,
[Ni][Hf]([Hf])[Sc]([Co][Ti][Zn])[Ni][Hf][Ni][Ni][Zn],Cc1cc(Nc2cc(N3CC(F)(C4CC4)C3)nc(OC3CCN(C(=O)OC(C)(C)C)C3)n2)[nH]n1,
[Co][Sc](=[Sc][Sc][Co][Ni][Co][Sc][Zn])[Zn][Nb]([Zn])[Zn],CCN(CC)CC#Cc1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12,
[Zn][Ni][Co][Sc][Co][Ni][Sc][Co][Sc]1[Zn]([Zn])[Ni][Sc]([Zn])[Zn]1[Zn],C=CC(=O)Nc1ccc(NS(=O)(=O)c2cccc(Nc3ncc4c(n3)N(C)c3ccc(C)cc3C(=O)N4C)c2)cc1,
[Sc][Ni][Co][Sc][Co][Sc]=[Sc]([Ni][Zn])[Ni][Zn][Y],COc1cc2c(Nc3cnc(NC(=O)c4ccncc4)nc3)ncnc2cc1OCCCN1CCOCC1,
[Co][Ni][Sc]=[Sc][Co][Zn]([Sc][Co][Zn]([Cu])[Ti][Hf])[Nb][Zn],CNCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(O)c2cc(C3CC3)n[nH]2)c1,
[Cu][Zn][Sc][Ti][Zn],CCc1c(-c2ccc(C(C)(C)O)cc2)[nH]c2nccnc12,
[Sc][Zn]([Y])[Co][Ni][Sc]=[Ti][Co][Ni][Sc][Y][Zn],CN1CCN(c2ccc(C(=O)Nc3n[nH]c4cc(C(=O)NC(CN5CCOCC5)c5ccccc5)sc34)cc2)CC1,
[Cu][Zn][Ni][Hf]([Cu])([Ni][W]([Cu])([Zn])[Nb])=[Sc]1([Cu])([Cu])[Ni][Sc]([Ni][Zn])[Ni]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,
[Sc][Zn][Sc][Co][Mn]([Ti])[Zn],Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(Cc3ccccn3)ns2)n1,
[Co][Ni][Sc]=[Sc]([Sc][Ni])[Sc][Co][Zn][Cu],NC(=O)c1ccc2c(-c3ccnc(NCCCO)n3)c(-c3ccc(F)cc3)nn2c1,
[Sc][Sc]([Co])=[Cr][Sc][Ni][Zn],COc1ccccc1-c1cc2nn(-c3ccccc3)c(N)c2c(=O)[nH]1,
[Sc][Ti]=[Sc],c1cc(-c2c[nH]c3cnccc23)ccn1,
[Co][Ni][Sc][Co][Zn][Re]=[Sc][Zn],Cc1ccc2c(c1)C(=NNc1ccc(S(N)(=O)=O)cc1)C(=O)N2,
[Co][Ni][Sc]=[Sc][Co][Zn][Sc][Zn]([Zn])[Ni][Sc][Ni][Zn],COc1ccc(C(=O)N(C)c2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,
[Co][Sc](=[Sc][Sc][Co][Ni][Co][Sc][Zn])[Zn][Y],Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCN5CCCC5)cnc(N)c34)cc2)c1,
[Mn][Sc][Ni],Fc1ccccc1-c1cn2ccsc2n1,
[Zn][Y][Zn][Sc][Co][Mn]([Zn])[Sc][Zn][Ni][Co][Zn][Sc][Zn]([Zn])[Zn],Cc1cn2c(-c3cnn(CC(=O)NCc4cccc(N(C)C)c4)c3)cnc2c(Nc2cc(CN3CCCC(C)C3)ns2)n1,
[Sc][Co][Ni][Co][Sc][Sc]([Ti])[Zn][Ni][Co],NC(=O)Cn1cc(-c2ccnc3[nH]ccc23)c(-c2ccc(NC(=O)Nc3ccccc3)cc2)n1,
[Sc][Ni][Co][Zn]1[Zn][Zn][Zn][Zn]([Zn]([Cu])[Co][Sc]=[Sc][Ni][Co])[Zn]1,NC(=O)c1cccc2c(NC(CCO)C3=CCCC(NC(=O)c4ccccc4)=C3)ncnc12,
[Sc][Zn][Ni][Sc]([Zn])[Co][Sc]=[Sc][Sc][Zn][Nb][Zn][Ni][Zn],CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Br)c4)c3c2)o1,
[Ni][Sc]([Co][Sc][Cu])[Co][Sc][Zn],Cc1ccccc1Nc1nc(Nc2ccc(O)cc2)ncc1F,
[Sc][Zn][Co][Ni][Zn][Sc][Mn]([Zn])[Co][Sc][Zn][Y][Zn],Cc1cn2c(-c3cnn(CC(=O)NCc4ccco4)c3)cnc2c(Nc2cc(CN3CCCC(C)C3)ns2)n1,
[Zn][Y][Zn][Sc][Co][Mn]([Zn])[Sc][Zn][Ni][Co][Zn]1[Zn][Zn][Zn][Zn][Zn]1,Cc1cn2c(-c3cnn(CC(=O)NN4CC=CC=N4)c3)cnc2c(Nc2cc(CN3CCCC(C)C3)ns2)n1,
[Co][Sc]([Zn])=[Sc][Zn],Cc1cc2c(cn1)c(N)nn2C,
[Cu][Sc]([Sc][Sc][Zn])[Ni][Co][Sc][Zn],Cc1cccc(-c2cn(-c3ccc(O)c(C(=O)Nc4cccc(C(F)(F)F)c4)c3)nn2)c1,
[Sc]=[Sc]([Co][Ti][Zn])[Zn][Sc][Zn],Cc1cc(Nc2nc(Sc3ccc(Cl)cc3)nc3ccccc23)n[nH]1,
[Sc][Co][Ni][Co][Sc][Sc]([Zn])[Ti][Sc]([Zn])[Zn][Nb]([Zn])[Zn],CCn1cc(-c2ccnc3[nH]c(-c4cc(CN(C)C)ccc4C)cc23)c(-c2ccc(NC(=O)Nc3ccccc3)cc2)n1,
[Sc][Ni][Sc]([Sc][Zn])=[Sc]([Sc])[Zn],Cc1ccc(-c2c(S(=O)(=O)c3ccccc3)cnc3c(Br)c(-c4ccccc4)nn23)cc1,
[Ti][Mn]([Co][Sc][Zn])[Zn][Y],Cc1cc(Nc2nc(CN3CCOCC3)cn3c(-c4cn[nH]c4)cnc23)sn1,
[Sc][Ni][Sc]([Sc][Zn])=[Sc][Sc][Ni][Zn],COc1ccc(-c2cc3ncc(S(=O)(=O)c4ccccc4)c(-c4ccc(Cl)cc4)n3n2)cc1,
[Sc]=[Ti][Sc][Co][Ni][Zn][Mo],O=C(O)C=CC(=O)Nc1cccc(-c2n[nH]c3ccccc23)c1,
[Ni][Sc][Mn][Ni],O=Cc1c(-c2ccc(F)cc2)nc2sccn12,
[Ni][Sc][Co][Ni][Zn][Sc][Co][Sc]=[Sc]([Ni][Zn])[Ni][Zn][Y][Zn][Cu],COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCN1CCC(CO)CC1,
[Zn][Sc][Zn][Y][Mn]([Zn])[Sc][Ni][Zn][Nb]([Zn])[Zn],Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5cccc(OCCN(C)C)c5)nc34)CC2)no1,
[Sc][Zn][Ni][Ni][Co][Zn][Sc][Ti][Co][Ni][Sc][Y][Zn],CN1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(CNC(=O)OCc5ccccc5)cc4)n[nH]3)cc2)CC1,
[Sc][Ni][Zn][Co][Sc]([Zn])([Co][Ti][Zn])[Zn][Zn],Cc1cc(Nc2cc(C)c(C#N)c(NCCOc3cccnc3)n2)n[nH]1,
[Co][Sc]=[Sc]([Sc][Co][Ni][Co][Sc]([Ni])[Zn])[Ni][Zn],COc1ccc(-c2ccc(NC(=O)Nc3ccc(F)c(C)c3)cc2)c2c(N)noc12,
[Sc][Co][Ni][Sc][Co][Sc]=[Sc]([Ni][Zn])[Ni][Zn][Y],COc1cc2c(Nc3ncc(C(=O)Nc4ccccc4)s3)ncnc2cc1OCCCN1CCOCC1,
[Co][Ni][Sc](=[Sc][Co][Zn][Sc][Zn])[Ni][Zn][Y],NC(=O)c1cc(OCCCN2CCCCC2)cc2c(NCc3ccc(C(F)(F)F)cc3)ncnc12,
[Nb][Zn][Zn][Sc]([Co][Ni][Sc][Ni][Co][Sc]([Zn][Zn][Nb])[Zn][Zn][Nb])[Zn][Zn][Nb],CC(=NNC(=N)N)c1cc(NC(=O)c2cccc(C(=O)Nc3cc(C(C)=NNC(=N)N)cc(C(C)=NNC(=N)N)c3)c2)cc(C(C)=NNC(=N)N)c1,
[Mn][Hf],c1cc2c(ncc3cnc(C4CCCCC4)n32)[nH]1,
[Zn][Mn][Sc][Zn]([Zn])[Zn],CN(C)c1ccc(-c2nc3cc(Cl)cnc3[nH]2)cc1,
[Sc][Co][Ni][Zn][Y][Mn]([Zn])[Sc][Ni][Zn],COc1ccc(-c2nc3c(N4CCN(CC(=O)Nc5nccs5)CC4)c(Cl)cnc3[nH]2)cc1,
[Sc][Mn]([Zn])[Y][Zn][Sc][Zn],Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5ccoc5)nc34)CC2)no1,
[Sc]=[V]([Co][Ti][Zn])[Zn][Sc][Co][Ni][Zn],CC(=O)Nc1ccc(Cn2nc(Nc3cc(C)[nH]n3)c3ccccc3c2=O)cc1,
[Zn][Co][Ni][Sc]1([Zn])[Sc]([Co][Sc][Zn]([Zn])[Zn])[Zn][Zn]1([Zn])[Zn],CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3cccc(N(C)C)c3)nc1-2,
[Ni][Sc]([Zn])[Ni][Hf]([Ni][Hf])[Zn][Sc]([Ni])[Co][Ti][Zn],Cc1cc(Nc2nc(CC3(C(=O)N4CCC4)CCN(C(=O)c4cccc(Cl)c4F)CC3)ccc2F)n[nH]1,
[Co][Ni][Sc]=[Sc][Zn]([Zn])[Zn][Sc][Co][Ni][Sc][Ni][Zn],COc1ccc(C(=O)Nc2cccc(CN(C)c3ncnc4c(C(N)=O)cccc34)c2)cc1,
[Zn][Sc]=[Sc][Sc][Co][Sc]=[Sc]([Ni][Zn])[Ni][Zn][Y][Zn],COc1cc2c(Nc3ccc(-c4nc5cc(Cl)ccc5s4)cc3)ncnc2cc1OCCCN1CCN(C)CC1,
[Sc][Sc]([Zn])=[Sc][Co][Zn][Sc][Co][Ni][Co][Sc][Zn],CCc1cccc(NC(=O)Nc2ccc(CCNc3ncnc4oc(-c5ccccc5)c(Cl)c34)cc2)c1,
[Y][Hf][Zn][Ni][Co][Sc]=[Ti][Sc][W],O=C(CC1(N2CCOCC2)CCCCC1)Nc1ccc2[nH]nc(-c3ccc(N4CCOCC4)cc3)c2c1,
[Co][Ni][Sc]=[Sc][Co][Zn][Sc][Co][Ni][Ti][Hf],NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cc(C5CC5)n[nH]4)c3)ncnc12,
[Mn][Zn]([Zn])[Zn],CN(C)c1ncnc2nc[nH]c12,
[Zn][Ti][Co][Sc]([Hf])[Zn][Sc][Co][Ni][Zn],CCC(=O)Nc1ccc(Sc2nc(Nc3cc(C)[nH]n3)cc(N3CCCCC3)n2)cc1,
[Sc][Zn][Ni][Co][Sc](=[Sc][Co][Zn][Sc]([Zn])[Zn])[Ni][Co],NC(=O)c1cc(NC(=O)Cc2cccs2)cc2c(NCc3ccc(Cl)c(C(F)(F)F)c3)ncnc12,
[Sc][Sc](=[Sc])[Sc][Ni],Fc1ccc(-c2nn3ccccc3c2-c2ccncc2)cc1,
[Ti][Zn]([Cu])[Zn][Ni]1[Zn][Zn][Zn][Zn]([Zn][Co][Sc]=[Sc][Ni][Co])[Zn]1,NC(=O)c1cccc2c(NCC3CC=CC(=NC(O)c4ccn[nH]4)C3)ncnc12,
[Zn][Ni][Sc][Co][Sc][Co][Sc][Mo],COc1ccccc1Nc1ccnc(Nc2ccc(C(=O)O)cc2)n1,
[Ni][Sc]([Ni])[Co][Ni][Zn][Ti][Co][Sc]=[Sc]([Ni][Zn])[Ni][Zn][Nb]([Zn])[Zn][Cu],COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2cc1OCCCN(CCO)CC(C)C,
[Sc][Sc]=[Sc]([Sc][Zn])[Ni][Sc],O=S(=O)(c1ccccc1)c1cnc2cc(-c3ccccc3)nn2c1-c1ccc(Cl)cc1,
[Co][Ni][Sc]=[Sc][Co][Zn][Sc]([Zn])[Zn],NC(=O)c1cccc2c(NCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)ncnc12,
[Zn][Ti][Co][Sc]([Zn][Sc][Co][Ni][Hf])[Y][Zn],Cc1cc(Nc2nc(Sc3ccc(NC(=O)C4CCCCC4)cc3)nc(N3CCN(C)CC3)n2)n[nH]1,
[Ni][Sc]([Zn])[Co][Ni][Co][Sc][Ni][Mn][Co][Ni][Ni][Zn],COC(=O)Nc1nc2ccc(S(=O)(=O)c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)cc2[nH]1,
[Mn][Zn][Sc][Mn]([Zn])[Co][Sc][Zn][Y][Zn],Cc1cn2c(-c3cnn(Cc4nc5ccccc5[nH]4)c3)cnc2c(Nc2cc(CN3CCCC(C)C3)ns2)n1,
[Co][Ni][Sc]=[Sc][Co][Zn][Sc][Ni][Co][Zn],CNC(=O)c1cccc(CNc2ncnc3c(C(N)=O)cccc23)c1,
[Co][Sc]=[Sc][Sc][Ni][Zn],COc1ccc(-c2coc3ncnc(N)c23)cc1,
[Sc]=[Sc]([Sc][Co][Sc]([Zn])[Zn])[Sc][Ni][Zn],COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc(Cl)c(C(F)(F)F)c3)n2)cc1,
[Cu][Sc]=[Ta]([Zn][Cu])[Re]=[Sc][Nb]([Zn])[Mo],O=C1Nc2ccc([N+](=O)[O-])cc2C1=C1Nc2ccc(O)cc2C1=NO,
[Zn][Ti][Co][Sc]([Co][Sc][W][Hf])[Y][Zn],Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Nc3ccc(N4CC(=O)N(C5CC5)CC4=O)cc3)n2)n[nH]1,
[Mn][Mn][Ni][Co][Zn],CNC(=O)c1ccc2[nH]c(=O)n(-c3nc4ccccc4[nH]3)c2c1,
[Sc]=[Sc][Zn][Co][Sc][Ni][Co][Sc][Zn],O=C(Nc1cccc(Br)c1)c1nscc1NCc1ccc2ccccc2n1,
[Co][Ni][Zn]1[Zn][Zn]([Zn][Y][Zn])[Zn][Sc]1[Co][Zn][Sc][Co][Ni][Zn]1[Zn][Zn][Zn]([Ni][Zn])[Zn][Zn]1,COC1C=CC(C(=O)Nc2cccc(CNc3ncnc4c3=CC(CN3CCN(C)CC3)CC=4C(N)=O)c2)=CC1,
[Sc][Zn][Ni][Sc](=[Sc])[Sc][Ni][Co],NS(=O)(=O)c1cccc(-c2cc3ccncc3cc2OCc2ccccc2)c1,
[Co][Ni][Sc]=[Sc][Co][Zn][Zn]1[Zn][Zn][Zn][Zn]([Co][Ni][Sc][Ni][Zn])[Zn]1,COc1cc(C(=O)NC2=CCCC(C(C)Nc3ncnc4c(C(N)=O)cccc34)=C2)ccn1,
[Zn][Sc][Co][Sc][Sc]=[Sc][Ni][Zn],CCOc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)cnn2n1,
[Co][Sc]([Co][Sc]=[Hf][Y])[Sc]1[Sc][Zn][Zn][Zn]1,Nc1nc(Nc2ccc3c(c2)CCC(N2CCCC2)CC3)nn1-c1cc2c(nn1)-c1ccccc1CCC2,
[Ni][Sc][Ni]1[Zn][Ti]([Zn])[Co][Sc]1[Zn][Zn],CSc1ncc2c(n1)Nc1n[nH]c(C)c1N=C2c1cccc(F)c1,
[Co][Ni][Mn][Sc][Nb]([Zn])[Mo],NC(=O)c1ccc2nc(-c3ccc([N+](=O)[O-])o3)cn2c1,
[Sc][Zn]([Sc][Co][Ni][Ti]=[Hf]([Zn])[Zn])[Nb]([Zn])[Zn],CN(C)CCC(c1ccccc1)n1cc(NC(=O)c2n[nH]c3c2CCC(C)(C)C3)cn1,
[Sc][Sc]([Zn])=[Sc][Co][Zn][Sc][Co][Ni][Co][Sc][Zn][Nb]([Zn])[Zn],CCN(CC)Cc1ccc(NC(=O)Nc2ccc(CCNc3ncnc4oc(-c5ccccc5)c(Cl)c34)cc2)cc1,
[Co][Sc](=[Sc][Sc][Co][Ni][Co][Sc][Zn])[Ni][Co][Zn],CNC(=O)c1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)csc12,
[Sc][Co][Sc]([Zn])[Ti][Ni][Co][Zn]([Sc])[Cu],Cc1cnc(Nc2ccccc2)nc1-c1c[nH]c(C(=O)NC(CO)c2ccccc2)c1,
[Zn][Ni][Co][Sc][Sc]=[Ti][Co][Ni][Zn],CCCS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(NC(=O)CC)c3c2)cc1,
[Co][Ni][Zn]1[Zn][Zn][Zn][Zn]2[Ni]([Co][Zn][Sc][Co][Ni][Y][Zn])[Zn][Ni][Zn][Zn]12,CC(C)N1CCC(C(=O)Nc2cccc(CNC3=NC=NC4C(C(N)=O)=CCC=C34)c2)CC1,
[Zn][Sc]([Co][Sc]=[Sc][Hf]=[Hf])[Ni][Hf][Ni][Zn]([Zn])[Zn],CN(C)C(=O)C1CCCN1C(=O)c1cc(Nc2ncc3cnn(C4CC5CC5C4)c3n2)cn1C,
[Ti]=[Sc]([Zn])=[Sc][Co][Ni][Zn][Co][Sc]([Zn])[Mo],CC(C)(Nc1ccc(Cl)c(C(=O)O)c1)C(=O)Nc1nc2c(C(F)(F)F)cc3[nH]ncc3c2s1,
[Sc][Co][Sc]([Zn])[Ti][Ni][Co][Zn]([Cu])[Sc][Ni],Cc1cnc(Nc2ccccc2)nc1-c1c[nH]c(C(=O)NC(CO)c2cccc(F)c2)c1,
[Sc][Sc][Sc]([Cu])[Ni][Co][Sc][Zn],O=C(Nc1cccc(C(F)(F)F)c1)c1cc(-n2cc(-c3ccsc3)nn2)ccc1O,
[Co][Ni][Sc]=[Sc][Co][Zn]([Y])[Sc][Co][Ni][Sc][Ni][Zn],COc1ccc(C(=O)Nc2cccc(C(CCN3CCCCC3)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1,
[Cr][Co],Nc1ccc[nH]c1=O,
[Sc]=[Sc][Sc][Co][Sc][Co][Ti][Zn],Cc1cc(Nc2ccnc(Nc3ccc(-c4nc5ccccc5s4)cc3)n2)n[nH]1,
[Zn][Sc][Co][Sc][Co][Sc][Mo],O=C(O)c1cccc(Nc2nccc(Nc3cccc(C(F)(F)F)c3)n2)c1,
[Zn][Zn][Sc][Co][Sc][Co][Sc][Mo],N#Cc1ccccc1Nc1ccnc(Nc2ccc(C(=O)O)cc2)n1,
[Co][Ni][Sc]=[Sc][Co][Zn]([Sc][Co][Ni][Sc]([Ni])[Ni])[Ni][Zn],COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cccc(F)c2F)c1,
[Zn][Sc][Sc]=[Sc][Co][Ni][Hf],Cc1ccc(-c2cc3c(NC(=O)C4CC4)ncnc3o2)cc1,
[Sc][Zn][Ni][Sc]=[Ti][Sc]=[Re],O=C1NCc2cccc(-c3cc4cc(OCc5ccccc5)ccc4[nH]3)c21,
[Zn][Sc][Sc][Co][Ni][Sc]([Ni][Zn])[Ni][Zn],COc1ccc(S(C)(=O)=O)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,
[Sc][Sc]([Sc][Zn])[Ni][Co][Sc][Zn],O=C(Nc1ccc(Br)cc1)c1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,
[Cu][Zn][Y][Zn][Ni][Sc](=[Sc][Co][Ti][Zn][Ni][Co][Sc][Ni][Zn])[Ni][Zn],COc1cccc(NC(=O)Cc2cc(Nc3ncnc4cc(OCCCN5CCC(CO)CC5)c(OC)cc34)[nH]n2)c1,
[Sc][Ni][Sc](=[Sc])[Co][Ti][Zn],Cc1cc(Nc2nc(Oc3ccccc3)nc3ccccc23)n[nH]1,
[Ni][Sc]([Ni])[Zn][Sc]=[Ti][Co][Ni][Sc]([Co][W])[Y][Zn],CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,
[Co][Ni][Sc]=[Sc][Co][Zn][W],NC(=O)c1cccc2c(NCC3CCCO3)ncnc12,
[Sc]=[Sc][Sc][Co][Sc]=[Sc]([Zn])[Zn],Cc1cc2c(Nc3ccc(-c4nc5ccccc5s4)cc3)ncnc2cc1Cl,
[Sc][Ni][Co][Sc][Zn][Co][Sc]=[Sc][Ni][Zn][Y],O=C(Nc1cccc(CNc2nc3ccc(OCCN4CCOCC4)cc3s2)c1)c1ccccc1,
[Zn][Ti][Co][Sc][Ni][Co][Zn],CCCNC(=O)c1ccc(Nc2nc(CCC(F)(F)F)c3cc[nH]c3n2)cc1,
[Co][Ni][Sc]=[Sc][Co][Zn][Sc][Co][Ni][Sc][Ni][Zn],CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC(F)(F)F)cc2)c1,
[Ni][Sc][Co][Ni][Zn][Sc][Mn]([Zn])[Co][Sc][Zn][Y][Zn],Cc1cn2c(-c3cnn(CC(=O)Nc4cccc(F)n4)c3)cnc2c(Nc2cc(CN3CCCC(C)C3)ns2)n1,
[Sc][Zn][Co][Sc]=[Sc][Ni][Co],CC(Nc1ncnc2c(C(N)=O)cccc12)c1ccccc1,
[Zn][Sc][Ni][Co][Ti]=[Hf][Ni][Co][Sc]([Zn])[Zn],CCc1cccc(CC)c1NC(=O)N1Cc2[nH]nc(NC(=O)c3ccc(C(C)(C)C)cc3)c2C1,
[Sc][Co][Ni][Zn][Y][Mn]([Zn])[Sc][Zn][Y],O=C(CN1CCN(c2c(Cl)cnc3[nH]c(-c4ccc(CN5CCOCC5)cc4)nc23)CC1)Nc1nccs1,
[Co][Ni][Sc]=[Sc][Co][Zn][Sc][Ni][Zn],COc1ccc(CCNc2ncnc3c(C(N)=O)cccc23)cc1,
[Zn][Sc]=[Sc][Ni][Y][Zn],Cc1cncc2cccc(S(=O)(=O)N3CCCNCC3C)c12,
[Sc]=[Sc]([Sc][Zn])[Co][Sc][Ni][Sc][Ti][Co],Cc1ccc(-c2nnc(Nc3ccc(Oc4ncccc4-c4c[nH]nc4N)cc3)c3ccccc23)cc1,
[Zn][Sc]([Zn])[Co][Ni][Co][Sc]([Zn])[Sc]=[Re],Cc1cc(C)cc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)c(C)c2)c1,
[Sc]=[Mn]([Zn][Zn][Nb]1[Zn][Zn]1)[Sc]([Zn])[Zn],Clc1cc(-c2nc3sc4ccccc4n3c2C=NNC2=NCCN2)c(Cl)s1,
[Sc]=[Hf][Ni][Sc]=[Re][Zn][Ti](=[W])[Zn][Ni][W],O=C1Nc2ccc(S(=O)(=O)N3CCc4ccccc43)cc2C1=Cc1[nH]c2c(c1CCC(=O)N1CCOCC1)C(=O)CCC2,
[Co][Ni][Sc]=[Sc][Co][Zn][Sc][Co][Ni][Sc][W],NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(N5CCOCC5)nc4)c3)ncnc12,
[Zn][Ti][Co][Sc]([Co][Sc]([Ni][Zn])([Ni][Zn])[Ni][Zn])[Y][Zn],COc1ccc(Nc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C)CC3)n2)c(OC)c1OC,
[Zn][Sc][Co][Ni][Mn][Y],O=C(Nc1ccccc1Cl)c1cnc2ccc(C3CCNCC3)cn12,
[Co][Ni][Sc]=[Sc][Co][Zn][Sc]([Ni])[Co][Ni][Sc][Ni][Zn],COc1ccc(C(=O)Nc2ccc(F)c(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,
[Co][Ni][Sc]=[Sc][W],NC(=O)c1cccc2c(N3CCOCC3)ncnc12,
[Co][Ni][Sc]=[Sc][Co][Zn][Sc][Co][Ni][Zn],CC(CC(F)(F)F)C(=O)Nc1cccc(C(C)Nc2ncnc3c(C(N)=O)cccc23)c1,
[Mn][Mn][Zn],O=c1[nH]c2ccc(Cl)cc2n1-c1nc2ccccc2[nH]1,
[Zn][Sc][Co][Ni][Co][Sc][Zn][Ni][Sc]=[Sc][Co][Zn][Y],O=C(Nc1ccc(Br)cc1)Nc1ccc(COc2ccc3oc(NCCN4CCOCC4)nc3c2)cc1,
[Sc]=[Sc]([Sc][Co][Sc]=[W])[Sc][Ni][Zn],COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)cc1,
[Ni][Sc][Co][Ni][Zn][Sc][Co][Sc]=[Sc]([Ni][Zn])[Ni][Zn][Ni][Zn],COCCOc1cc2ncnc(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)c2cc1OC,
[Sc]=[Sc][Zn][Co][Sc][Sc][Sc][Zn],Clc1cccc(-n2cc(-c3ccccc3NCc3ccnc4ccccc34)nn2)c1,
[Sc][Zn][Co][Sc][Ni][Co][Sc][Ni][Zn],O=C(Nc1ccc(OC(F)(F)F)cc1)c1nscc1NCc1ccncc1,
[Cu][Sc]([Sc][Zn][Y])[Ni][Co][Sc][Ni][Ni][Zn],COC(=O)c1cccc(NC(=O)c2cc(-n3cc(CN4CCOCC4)nn3)ccc2O)c1,
[Sc]=[Sc][Sc][Co][Sc][Zn][Nb]([Zn])[Zn],CCN(CC)Cc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,
[Co][Ni][Zn][Sc][Co][Sc][Co][Sc][Zn],NC(=O)CCc1cccc(Nc2nccc(Nc3cccc(C(F)(F)F)c3)n2)c1,
[Sc][Zn][Ni][Ni][Co][Zn][Sc][Ti][Co][Sc]([Zn])[Y][Zn][Cu],Cc1nc(Nc2cc(-c3ccc(CNC(=O)OCc4ccccc4)cc3)n[nH]2)cc(N2CCN(CCO)CC2)n1,
[Sc][Zn][Sc][Sc]=[Ti],c1ccc(Cc2cc(-c3ccc4[nH]ncc4c3)on2)cc1,
